caseid,version,maindate,cutoffym,state,zipcode,income1,income2,income3,income4,income5,income_original,income_flg,age,age_flg,disabled,dobyr,edu_cat,edu_cat_flg,employ_stat,employ_stat_flg,hisp_race,hisp_race_flg,male,male_flg,memovr18,memund18,memund18_flg,retired,student,workfull,workpart,wgt_m1,wgt_m2,wgt_m3_6,wgt_m7,wgt_m8,wgt_m9_12,wgt_partial
93293859,"0718","20120724","201201","OH","45458",100000,100000,100000,100000,100000,100000,0,34,0,2,1978,3,0,4,0,3,0,0,0,2,3,0,2,2,2,2,1601.274575,2263.203031,3197.730567,1598.865238,0,0,.7741935
93294436,"0725","20120806","201201","VA","23704",4000,4000,4000,4000,4000,4000,0,37,0,2,1975,1,0,2,0,2,0,0,0,1,3,0,2,2,2,1,135390.7813,192596.039,264930.1606,132465.0822,0,0,0
93294931,"0725","20120801","201201","MI","48152",60000,60000,60000,60000,60000,60000,0,63,0,-1,1949,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,17799.49147,25583.19781,34456.40001,17228.20045,0,0,0
93295228,"0725","20120901","201201","CA","91744",55000,55000,55000,55000,55000,55000,0,52,0,-1,1960,1,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,47584.53834,75802.45447,89555.78714,44777.89355,54562.37711,0,0
93295312,"0725","20120814","201201","KS","67152",19000,19000,19000,19000,19000,19000,0,43,0,-1,1969,2,0,1,0,3,0,1,0,1,2,0,-1,-1,1,-1,4577.235828,6670.141858,9034.85501,4517.427427,5315.531432,0,.4516129
93295620,"0725","20120904","201201","VA","23601",58000,58000,58000,58000,58000,58000,0,42,0,-1,1970,2,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,13440.95468,19171.17492,26249.60355,13124.80185,15940.93906,0,0
93295808,"0725","20120814","201201","NV","89148",72000,72000,72000,72000,72000,72000,0,56,0,-1,1956,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,10736.04346,15266.66064,20451.52952,10225.76476,12261.67837,0,.4516129
93295826,"0725","20120821","201201","MO","63010",60000,60000,60000,60000,60000,60000,0,75,0,-1,1937,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1695.886815,2580.315396,3303.216278,1651.608159,1986.295247,0,.6774194
93296177,"0725","20120819","201201","TX","78228",75000,75000,75000,75000,75000,75000,0,30,0,-1,1982,2,0,1,0,1,0,0,0,2,2,0,-1,-1,1,-1,9664.291886,14121.33626,18406.19341,9203.096294,10016.0325,0,.6129032
93296403,"0725","20120816","201201","AZ","85119",60000,60000,60000,60000,60000,60000,0,38,0,-1,1974,2,0,4,0,3,0,0,0,2,2,0,2,1,2,-1,14268.84305,20352.01313,27866.43376,13933.21696,16922.81262,0,.516129
93296850,"0725","20120804","201201","AZ","85208",120000,120000,120000,120000,120000,120000,0,54,0,-1,1958,2,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,7476.397662,10673.85395,14252.49686,7126.248452,0,0,0
93297138,"0725","20120727","201201","NY","12508",45000,45000,45000,45000,45000,45000,0,47,0,-1,1965,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,6778.790473,9475.265579,12966.44855,6483.22427,0,0,.8709677
93297914,"0725","20120821","201201","PA","15084",50000,50000,50000,50000,50000,50000,0,60,0,1,1952,1,0,4,0,3,0,1,0,2,0,0,2,2,2,-1,15663.47006,22296.20112,30076.24626,15038.12351,18234.97809,0,.6774194
93299208,"0725","20120819","201201","CA","94621",42000,42000,42000,42000,42000,42000,0,28,0,-1,1984,2,0,1,0,1,0,1,0,2,2,0,-1,-1,1,-1,32468.22427,53540.11619,60950.81317,30475.40451,34105.55551,0,.6129032
93299262,"0725","20120816","201201","CT","06450",125000,125000,125000,125000,125000,125000,0,69,0,-1,1943,3,0,3,0,3,1,1,0,2,0,0,1,-1,2,-1,2796.714562,4120.069983,5356.448874,2678.2244,3255.15644,0,.516129
93299703,"0725","20120825","201201","MI","49946",50000,50000,50000,50000,50000,50000,0,71,0,-1,1941,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,843.1241288,1286.629247,1630.401532,815.2007575,992.394921,0,.8064516
93299767,"0725","20120828","201201","GA","31419",110000,110000,110000,110000,110000,110000,0,42,0,-1,1970,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,2026.223586,2890.876017,4013.058905,2006.529412,2256.846139,0,.9032258
93299824,"0725","20120827","201201","IL","60046",91866.222,83284.095,78636.813,83012.535,89149.699,-8,1,56,0,2,1956,3,0,4,0,3,0,0,0,2,3,0,2,2,2,2,54392.50372,77954.43592,105696.5968,52848.29925,62392.94584,0,.8709677
93300065,"0725","20120824","201201","WA","98053",138229.68,56923.268,199703.72,77991.223,75426.967,-7,1,53,0,-1,1959,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,4332.885988,6209.820472,8419.750372,4209.875252,4970.19814,0,.7741935
93300636,"0725","20120804","201201","NH","03104",50000,50000,50000,50000,50000,50000,0,33,0,-1,1979,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,82113.75345,111607.9781,159328.8184,79664.40563,0,0,0
93300887,"0725","20120727","201201","NY","14214",50000,50000,50000,50000,50000,50000,0,76,0,-1,1936,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,21087.85985,31853.08922,41031.22193,20515.61101,0,0,.8709677
93301307,"0725","20120817","201201","VA","23229",8400,8400,8400,8400,8400,8400,0,71,0,-1,1941,3,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,2065.213555,3042.435754,3955.430765,1977.715356,2403.74663,0,.5483871
93301400,"0725","20120816","201201","AZ","85331",60000,60000,60000,60000,60000,60000,0,52,0,2,1960,1,0,2,0,3,0,0,0,1,1,0,2,2,2,1,10547.79675,14998.9737,20092.93064,10046.46532,12046.68104,0,.516129
93301530,"0725","20120808","201201","NY","10562",60000,60000,60000,60000,60000,60000,0,22,0,-1,1990,1,0,1,0,1,0,1,0,2,0,0,-1,-1,1,-1,98740.51052,144246.0383,194115.731,97057.86639,0,0,0
93301987,"0725","20120902","201201","OH","44023",100000,100000,100000,100000,100000,100000,0,69,0,-1,1943,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,521.7602859,799.2926892,1028.483833,514.2419176,602.1395249,0,0
93302313,"0725","20120830","201201","OH","43085",55000,55000,55000,55000,55000,55000,0,58,0,-1,1954,3,0,1,0,3,0,1,0,1,1,0,-1,-1,1,-1,1524.747879,2161.488797,2954.686272,1477.343135,1659.483881,0,.9677419
93302612,"0725","20120727","201201","SC","29464",71682.862,65959.396,65642.99,53499.488,53614.62,-8,1,63,0,-1,1949,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,3995.647648,5726.496065,7764.422111,3882.211116,0,0,.8709677
93303105,"0725","20120727","201201","NY","11793",112612.42,144275.18,109913.94,194392.4,53468.315,-7,1,61,0,-1,1951,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,5539.343769,7938.895791,10764.16317,5382.081668,0,0,.8709677
93303301,"0725","20120727","201201","MA","02184",8662.7871,130089.62,59778.67,64719.813,65876.868,-7,1,72,0,-1,1940,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,6536.346941,9796.076208,12467.4208,6233.710315,0,0,.8709677
93304326,"0725","20120902","201201","NY","14226",125000,125000,125000,125000,125000,125000,0,46,0,-1,1966,3,0,1,0,3,0,1,0,2,3,0,-1,-1,1,-1,6778.790473,9475.265579,12966.44855,6483.22427,7606.532649,0,0
93305136,"0725","20120907","201201","PA","19139",2990.864,9507.5711,1619.9955,22270.159,281.4373,-8,1,24,0,1,1988,1,0,4,0,2,0,0,0,3,0,0,2,2,2,-1,299872.6211,410241.3381,598228.9998,299114.5132,372101.1677,0,0
93305387,"0725","20120812","201201","MA","02132",44000,44000,44000,44000,44000,44000,0,30,0,-1,1982,3,0,1,0,2,0,1,0,2,0,0,-1,-1,1,-1,6792.822444,9177.00389,13246.91159,6623.455729,7787.588072,0,.3870968
93305408,"0725","20120917","201201","CT","06473",40000,40000,40000,40000,40000,40000,0,61,0,1,1951,2,0,4,0,3,0,1,0,2,0,0,2,2,2,-1,9537.112938,13615.8823,18180.90455,9090.452298,11157.84348,0,.5666667
93306517,"0725","20120804","201201","MI","49601",25000,25000,25000,25000,25000,25000,0,79,0,-1,1933,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,15396.87512,23426.55982,29989.74228,14994.87132,0,0,0
93306553,"0725","20120812","201201","GA","30080",80000,80000,80000,80000,80000,80000,0,39,0,-1,1973,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,1655.745083,2422.134056,3331.461248,1665.730617,1885.254462,0,.3870968
93308333,"0718","20120724","201201","CA","95826",65000,65000,65000,65000,65000,65000,0,30,0,-1,1982,2,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,64542.8129,100377.0722,123311.1401,61655.56749,0,0,.7741935
93308436,"0725","20120920","201201","IL","60181",36758.512,37555.159,31471.771,34583.173,37773.493,-7,1,78,0,-1,1934,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,4129.80742,6214.066998,7882.942362,3941.471139,5011.668516,0,.6666667
93308650,"0725","20120828","201201","IN","46205",56226.116,58576.175,72256.667,59296.97,51368.173,-8,1,28,0,2,1984,3,0,4,0,3,0,0,0,2,1,0,2,2,2,2,1547.064428,2186.58371,3089.473402,1544.736657,1740.196095,0,.9032258
93313645,"0725","20120905","201201","NJ","07030",220000,220000,220000,220000,220000,220000,0,32,0,2,1980,3,0,2,0,3,0,0,0,2,1,0,2,2,2,1,7416.271248,10335.40606,14618.98297,7309.491277,8600.722156,0,0
93313878,"0725","20120810","201201","SC","29229",75000,75000,75000,75000,75000,75000,0,47,0,-1,1965,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,4889.687179,6834.712595,9352.977861,4676.488929,5486.755391,0,.3225806
93314530,"0725","20120802","201201","OK","74135",38000,38000,38000,38000,38000,38000,0,68,0,-1,1944,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,42140.0568,63155.64512,80377.89693,40188.94791,0,0,0
93314754,"0725","20120917","201201","MO","64804",85000,85000,85000,85000,85000,85000,0,20,0,-1,1992,1,0,4,0,3,0,0,0,4,1,0,2,1,2,-1,59414.21351,82934.91614,119475.6936,59737.8474,70760.31102,0,.5666667
93314790,"0725","20120818","201201","NY","14226",65000,65000,65000,65000,65000,65000,0,42,0,-1,1970,3,0,1,0,3,0,0,0,1,2,0,-1,-1,1,-1,7247.392341,10453.71618,14393.90257,7196.951257,8507.810325,0,.5806451
93314978,"0725","20120812","201201","MA","01007",30000,30000,30000,30000,30000,30000,0,75,0,-1,1937,3,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,2798.849637,4123.215338,5360.538109,2680.269018,3257.641501,0,.3870968
93316909,"0725","20120813","201201","AZ","86432",45000,45000,45000,45000,45000,45000,0,69,0,-1,1943,1,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,5931.911515,8899.279039,11404.8691,5702.434617,7163.101862,0,.4193548
93317438,"0725","20120814","201201","IN","47660",40000,40000,40000,40000,40000,40000,0,52,0,-1,1960,1,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,31258.52528,45126.03199,60806.30893,30403.15524,35296.0598,0,.4516129
93317876,"0725","20120810","201201","GA","30253",15000,15000,15000,15000,15000,15000,0,23,0,2,1989,2,0,2,0,3,0,1,0,1,0,0,2,2,2,1,10116.3466,14177.50567,20357.75751,10178.87889,12341.86414,0,.3225806
93318248,"0725","20120727","201201","PA","19446",60000,60000,60000,60000,60000,60000,0,66,0,-1,1946,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2810.181142,4139.908709,5382.240941,2691.120433,0,0,.8709677
93318453,"0725","20120818","201201","WA","98503",63354.654,51788.331,71773.705,54917.035,122892.58,-7,1,50,0,-1,1962,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,6945.189311,9842.729558,13270.94619,6635.473267,8048.747209,0,.5806451
93318994,"0725","20120805","201201","CA","93001",116943.47,189193.19,55700.536,91209.232,110747.35,-8,1,59,0,1,1953,2,0,4,0,3,0,0,0,4,0,0,2,2,2,-1,30936.68528,49115.9853,58403.3612,29201.68136,0,0,0
93319197,"0725","20120918","201201","KS","66043",85000,85000,85000,85000,85000,85000,0,54,0,-1,1958,1,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,3103.51293,4475.784004,5989.348683,2994.67434,3437.9511,0,.6
93319263,"0725","20120727","201201","SC","29626",15111.152,19699.863,49264.785,113883.11,6926.501,-8,1,64,0,-1,1948,2,0,3,0,2,0,0,0,1,0,0,1,-1,2,-1,5863.861845,8260.122931,11261.27266,5630.63667,0,0,.8709677
93319487,"0725","20120831","201201","IA","52060",185525.66,186924.04,67057.425,293605.78,201436.8,-7,1,57,0,-1,1955,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,7610.005619,10637.12245,14556.39419,7278.197095,8539.245523,0,1
93319889,"0725","20120827","201201","SC","29405",33990.328,43240.327,36365.517,42024.475,30666.31,-7,1,78,0,-1,1934,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2757.942761,4149.840258,5264.338408,2632.169176,3346.86185,0,.8709677
93321118,"0725","20120924","201201","TX","79109",130000,130000,130000,130000,130000,130000,0,57,0,-1,1955,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,4935.691594,6899.016698,9440.974956,4720.487477,5538.377297,0,.8
93321145,"0725","20120802","201201","KS","66861",51318.434,53019.9,88560.539,51801.233,59896.467,-7,1,69,0,-1,1943,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,645.0827336,963.8015861,1251.666831,625.8334069,0,0,0
93321435,"0725","20120921","201201","MO","64119",164056.63,178324.66,163898.25,261782.17,171478.68,-8,1,65,0,-1,1947,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,512.1909708,784.6333067,1009.620983,504.8104927,591.096019,0,.7
93322441,"0725","20120817","201201","TX","76063",60000,60000,60000,60000,60000,60000,0,30,0,-1,1982,3,0,1,0,3,0,0,0,1,2,0,-1,-1,1,-1,47121.93326,65669.70086,92886.93966,46443.4685,54647.76595,0,.5483871
93322786,"0725","20120817","201201","VA","23866",23168.09,15509.843,13472.539,7174.3453,2774.8871,-7,1,60,0,2,1952,1,0,2,0,3,0,0,0,3,3,0,2,2,2,1,9935.806118,14128.72263,18927.12458,9463.562287,11347.72408,0,.5483871
93323671,"0725","20120830","201201","PA","19342",183730.04,118070.71,100481.37,126767.69,71688.422,-7,1,68,0,-1,1944,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,2810.181142,4139.908709,5382.240941,2691.120433,3270.830484,0,.9677419
93324548,"0725","20120819","201201","WA","99163",40000,40000,40000,40000,40000,40000,0,28,0,-1,1984,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,6814.481489,9262.157296,13222.4291,6611.214256,7730.724756,0,.6129032
93325200,"0725","20120814","201201","SC","29479",200000,200000,200000,200000,200000,200000,0,62,0,-1,1950,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,4889.687179,6834.712595,9352.977861,4676.488929,5486.755391,0,.4516129
93325705,"0725","20120806","201201","MA","02188",150000,150000,150000,150000,150000,150000,0,53,0,-1,1959,3,0,1,0,3,0,1,0,3,2,0,-1,-1,1,-1,6683.634525,9342.258387,12784.43455,6392.217275,0,0,0
93325723,"0725","20120810","201201","GA","30635",15753.67,104953.81,23275.553,103682.56,113376.01,-8,1,57,0,-1,1955,2,0,3,0,2,0,0,0,2,0,0,1,-1,2,-1,1873.18537,2676.081331,3644.424916,1822.212568,2127.799718,0,.3225806
93326403,"0725","20120822","201201","CA","90293",200000,200000,200000,200000,200000,200000,0,39,0,-1,1973,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,30901.83715,48699.91988,59686.24055,29843.11967,35627.07532,0,.7096774
93327204,"0725","20120817","201201","WA","98282",30000,30000,30000,30000,30000,30000,0,49,0,-1,1963,3,0,1,0,1,0,0,0,2,0,0,-1,-1,1,-1,2203.565342,3348.589055,4207.406077,2103.703016,2235.892864,0,.5483871
93327400,"0725","20120816","201201","IL","60561",145000,145000,145000,145000,145000,145000,0,30,0,-1,1982,3,0,1,0,1,0,0,0,2,1,0,-1,-1,1,-1,2029.902289,2999.516178,3931.635343,1965.817564,2082.346809,0,.516129
93328247,"0725","20120812","201201","MA","02648",150000,150000,150000,150000,150000,150000,0,40,0,-1,1972,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,8744.523483,12301.62484,17095.42141,8547.710532,10041.7697,0,.3870968
93328331,"0725","20120817","201201","NE","68128",125386.97,114155.12,109689.66,104573.59,142817.79,-8,1,40,0,-1,1972,3,0,1,0,3,0,0,0,2,3,0,-1,-1,1,-1,7958.276163,11479.10261,15805.77487,7902.887403,9342.326304,0,.5483871
93328966,"0725","20120806","201201","IL","62298",70000,70000,70000,70000,70000,70000,0,80,0,-1,1932,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,7160.577174,10731.61512,13658.07685,6829.03833,0,0,0
93330893,"0725","20120810","201201","MI","48237",100000,100000,100000,100000,100000,100000,0,65,0,-1,1947,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,511.5173006,783.6013008,1008.293057,504.1465297,590.3185671,0,.3225806
93332963,"0725","20120909","201201","KY","40356",250000,250000,250000,250000,250000,250000,0,65,0,-1,1947,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,624.5976983,933.1954197,1211.919311,605.9596469,705.1225081,0,0
93333214,"0725","20120902","201201","NY","14043",170000,170000,170000,170000,170000,170000,0,46,0,-1,1966,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,5539.343769,7938.895791,10764.16317,5382.081668,6354.11044,0,0
93333269,"0725","20120920","201201","VA","24279",31000,31000,31000,31000,31000,31000,0,28,0,2,1984,1,0,2,0,3,0,0,0,2,2,0,2,2,2,1,19200.51436,26549.28374,37102.57024,18551.28429,22170.29101,0,.6666667
93333876,"0725","20120727","201201","MA","01752",64000,64000,64000,64000,64000,64000,0,80,0,-1,1932,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,6536.346941,9796.076208,12467.4208,6233.710315,0,0,.8709677
93333942,"0725","20120810","201201","NY","10002",10200,10200,10200,10200,10200,10200,0,63,0,1,1949,1,0,4,0,3,0,0,0,1,0,0,2,2,2,-1,13657.06026,19420.34839,26015.89422,13007.9471,15597.78338,0,.3225806
93335272,"0725","20120820","201201","OH","43311",80000,80000,80000,80000,80000,80000,0,34,0,-1,1978,1,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,6877.464108,9654.44137,13571.19496,6785.597354,7851.252518,0,.6451613
93336916,"0725","20120817","201201","AR","72714",27000,27000,27000,27000,27000,27000,0,23,0,-1,1989,2,0,4,0,3,0,0,0,2,0,0,2,1,2,-1,30366.2313,41653.72606,60460.51826,30230.26022,37834.52967,0,.5483871
93337025,"0725","20120727","201201","GA","30309",26000,26000,26000,26000,26000,26000,0,23,0,-1,1989,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,3232.892431,4435.858682,6527.813838,3263.906951,0,0,.8709677
93337409,"0725","20120817","201201","SC","29662",43521.664,87976.748,28905.15,18251.868,108982.13,-7,1,35,0,-1,1977,2,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,13326.40781,19007.79382,26025.89847,13012.94931,15805.08676,0,.5483871
93337856,"0725","20120819","201201","OR","97203",65000,65000,65000,65000,65000,65000,0,30,0,2,1982,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,5675.539943,7909.50168,11187.6466,5593.823138,6581.97907,0,.6129032
93338095,"0725","20120825","201201","CT","06478",250000,250000,250000,250000,250000,250000,0,45,0,-1,1967,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,6678.535978,9335.131735,12774.68207,6387.341034,7494.036313,0,.8064516
93338273,"0718","20120724","201201","CA","90035",40000,40000,40000,40000,40000,40000,0,57,0,2,1955,1,0,4,0,3,0,0,0,1,1,0,2,2,2,2,47584.53834,75802.45447,89555.78714,44777.89355,0,0,.7741935
93338639,"0725","20120813","201201","MN","55416",24194.815,57495.238,45588.861,94722.528,28531.06,-7,1,26,0,-1,1986,2,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,20107.50369,27914.32785,38883.58673,19441.79255,23783.42344,0,.4193548
93338826,"0725","20120826","201201","MN","55122",9000,9000,9000,9000,9000,9000,0,53,0,-1,1959,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,9637.936208,13658.89328,18416.27738,9208.138928,11169.35892,0,.8387097
93338844,"0725","20120828","201201","GA","30075",21000,21000,21000,21000,21000,21000,0,71,0,-1,1941,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,801.2081586,1213.695845,1552.986422,776.4932206,934.1556343,0,.9032258
93339195,"0725","20120810","201201","KY","41056",22899.991,8001.0003,13682.865,8693.3974,8716.6437,-7,1,75,0,-1,1937,1,0,3,0,2,0,0,0,2,1,0,1,-1,2,-1,1544.957826,2334.107072,3000.465246,1500.232654,1793.978676,0,.3225806
93339252,"0725","20120901","201201","MN","55105",64087.132,67028.858,58469.701,67555.105,72062.407,-8,1,38,0,2,1974,2,0,2,0,3,0,0,0,2,3,0,2,2,2,1,20054.09817,28603.6694,39164.78697,19582.3936,23784.11091,0,0
93339300,"0725","20120806","201201","AZ","86442",30000,30000,30000,30000,30000,30000,0,70,0,-1,1942,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2708.558305,4045.63708,5182.221581,2591.110823,0,0,0
93339663,"0725","20120830","201201","NY","11375",0,0,0,0,0,0,0,39,0,2,1973,3,0,2,0,3,0,0,0,1,1,0,2,2,2,1,7247.392341,10453.71618,14393.90257,7196.951257,8507.810325,0,.9677419
93339832,"0725","20120821","201201","CA","91748",27644.155,26346.981,40740.683,33371.774,26038.233,-8,1,22,0,-1,1990,3,0,1,0,1,0,0,0,2,0,0,-1,-1,1,-1,9758.817185,16079.85826,19182.05411,9591.027052,10688.01974,0,.6774194
93340838,"0725","20120804","201201","CA","92663",20399.293,2358.6345,2287.0274,16162.364,11780.908,-7,1,61,0,2,1951,3,0,4,0,3,0,0,0,1,0,1,2,2,2,2,19300.42856,30987.48667,37054.00618,18527.00338,0,0,0
93342476,"0725","20120915","201201","NY","11230",83938.112,133927.74,64357.396,34674.989,26085.286,-7,1,81,0,2,1931,3,0,4,0,3,0,0,0,2,0,0,2,2,2,2,2319.664584,3503.839814,4513.434412,2256.717212,2760.011115,0,.5
93342618,"0725","20120814","201201","PA","15236",40736.22,32997.988,3427.1083,16436.69,35596.579,-8,1,81,0,-1,1931,1,0,3,0,3,0,0,0,3,0,0,1,-1,2,-1,6562.810187,9835.73689,12517.89677,6258.948298,7774.718992,0,.4516129
93344751,"0725","20120822","201201","NJ","08234",43000,43000,43000,43000,43000,43000,0,46,0,-1,1966,2,0,1,0,3,1,1,0,2,2,0,-1,-1,1,-1,10084.47959,14397.3431,19224.36717,9612.183609,11798.22925,0,.7096774
93344760,"0725","20120908","201201","TX","76179",85000,85000,85000,85000,85000,85000,0,28,0,-1,1984,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,6343.218585,8621.622701,12308.01759,6154.00852,7196.09805,0,0
93346652,"0725","20120727","201201","NY","11214",100000,100000,100000,100000,100000,100000,0,64,0,-1,1948,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,80718.38417,114394.1785,154237.6003,77118.80214,0,0,.8709677
93346942,"0725","20120805","201201","OR","97330",60000,60000,60000,60000,60000,60000,0,64,0,-1,1948,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,5404.299568,7554.028093,10337.32678,5168.663386,0,0,0
93348179,"0725","20120922","201201","OH","43452",70000,70000,70000,70000,70000,70000,0,25,0,-1,1987,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,14557.04159,20574.57301,29070.27788,14535.13852,16374.30638,0,.7333333
93349103,"0725","20120804","201201","KY","41472",12000,12000,12000,12000,12000,12000,0,63,0,-1,1949,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,3481.400966,5025.886856,6772.269029,3386.134601,0,0,0
93349260,"0725","20120802","201201","AR","71923",125000,125000,125000,125000,125000,125000,0,27,0,-1,1985,2,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,13849.71614,19226.92757,26782.37174,13391.18531,0,0,0
93350172,"0725","20120814","201201","GA","30124",24011.226,36189.605,14679.289,41929.79,3362.7255,-7,1,75,0,-1,1937,1,0,3,0,1,0,1,0,3,0,0,1,-1,2,-1,41330.95174,66678.44655,79101.02206,39550.51047,42820.42384,0,.4516129
93352738,"0725","20120817","201201","UT","84601",48000,48000,48000,48000,48000,48000,0,35,0,-1,1977,2,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,15132.22638,21742.96875,29483.30892,14741.6542,18117.81224,0,.5483871
93352840,"0725","20120727","201201","OH","43110",39588.003,47841.549,37936.601,41690.715,32729.234,-7,1,56,0,-1,1956,1,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,32353.84441,46707.2776,62937.00169,31468.50165,0,0,.8709677
93353230,"0725","20120806","201201","OH","43206",230000,230000,230000,230000,230000,230000,0,33,0,-1,1979,3,0,1,0,1,0,1,0,2,0,0,-1,-1,1,-1,25202.07676,36835.4155,48677.2247,24338.61062,0,0,0
93354228,"0725","20120812","201201","MD","21740",29000,29000,29000,29000,29000,29000,0,32,0,-1,1980,1,0,1,0,3,0,0,0,3,3,0,-1,-1,1,-1,19595.56769,27095.53905,37865.96092,18932.97961,22626.44792,0,.3870968
93354406,"0725","20120814","201201","MO","63764",140810.65,122653.7,145241.26,113108.01,106089.6,-7,1,57,0,-1,1955,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,27413.92794,39535.46286,52905.07142,26452.5357,30368.08476,0,.4516129
93354536,"0725","20120924","201201","CA","94513",103511.45,126469.98,219619.18,148538.18,232058.45,-7,1,41,1,-1,-7,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,30901.83715,48699.91988,59686.24055,29843.11967,35627.07532,0,.8
93354611,"0725","20120824","201201","WA","98225",40000,40000,40000,40000,40000,40000,0,29,0,-1,1983,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,6814.481489,9262.157296,13222.4291,6611.214256,7730.724756,0,.7741935
93356419,"0725","20120812","201201","IN","47374",125000,125000,125000,125000,125000,125000,0,57,0,-1,1955,3,0,3,0,3,0,0,0,3,0,0,1,-1,2,-1,1203.778931,1749.702817,2369.8082,1184.904119,1339.317847,0,.3870968
93358824,"0725","20120823","201201","GA","30096",70000,70000,70000,70000,70000,70000,0,30,0,-1,1982,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1990.332222,2743.599278,3912.44739,1956.223607,2190.047053,0,.7419355
93359045,"0725","20120809","201201","AR","72701",60844.389,69110.819,161336.14,86034.771,52921.448,-7,1,69,0,-1,1943,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1734.310326,2619.665624,3374.494726,1687.247367,0,0,0
93359326,"0725","20120919","201201","OR","97527",85000,85000,85000,85000,85000,85000,0,68,0,-1,1944,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2263.113255,3333.97806,4334.461089,2167.230515,2634.086362,0,.6333333
93360117,"0725","20120830","201201","CA","92119",38000,38000,38000,38000,38000,38000,0,79,0,-1,1933,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,26760.78024,44975.55685,50832.40705,25416.20384,32443.4476,0,.9677419
